## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI554654.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI554654_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI554654_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:40 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	66133283	240778	0	0	17114788	0	0.258792	104618312

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	36195172	36195172
2.0	1.531454	9515884	9515884
3.0	1.813897	2403564	2403564
4.0	1.964003	594028	594028
5.0	2.043777	146284	146284
6.0	2.086173	38244	38244
7.0	2.108705	11717	11717
8.0	2.12068	4580	4580
9.0	2.127044	2573	2573
10.0	2.130426	1656	1656
11.0	2.132223	1245	1245
12.0	2.133179	876	876
13.0	2.133686	694	694
14.0	2.133956	528	528
15.0	2.134099	424	424
16.0	2.134176	354	354
17.0	2.134216	272	272
18.0	2.134238	229	229
19.0	2.134249	201	201
20.0	2.134255	185	185
21.0	2.134258	127	127
22.0	2.13426	117	117
23.0	2.134261	87	87
24.0	2.134261	84	84
25.0	2.134262	64	64
26.0	2.134262	62	62
27.0	2.134262	48	48
28.0	2.134262	49	49
29.0	2.134262	46	46
30.0	2.134262	30	30
31.0	2.134262	38	38
32.0	2.134262	30	30
33.0	2.134262	21	21
34.0	2.134262	30	30
35.0	2.134262	20	20
36.0	2.134262	20	20
37.0	2.134262	15	15
38.0	2.134262	16	16
39.0	2.134262	14	14
40.0	2.134262	15	15
41.0	2.134262	9	9
42.0	2.134262	6	6
43.0	2.134262	11	11
44.0	2.134262	7	7
45.0	2.134262	15	15
46.0	2.134262	6	6
47.0	2.134262	3	3
48.0	2.134262	6	6
49.0	2.134262	6	6
50.0	2.134262	4	4
51.0	2.134262	2	2
52.0	2.134262	9	9
53.0	2.134262	1	1
54.0	2.134262	4	4
55.0	2.134262	5	5
56.0	2.134262	0	0
57.0	2.134262	5	5
58.0	2.134262	2	2
59.0	2.134262	2	2
60.0	2.134262	2	2
61.0	2.134262	3	3
62.0	2.134262	1	1
63.0	2.134262	4	4
64.0	2.134262	1	1
65.0	2.134262	1	1
66.0	2.134262	1	1
67.0	2.134262	1	1
68.0	2.134262	1	1
69.0	2.134262	2	2
70.0	2.134262	1	1
71.0	2.134262	2	2
72.0	2.134262	2	2
73.0	2.134262	0	0
74.0	2.134262	0	0
75.0	2.134262	2	2
76.0	2.134262	0	0
77.0	2.134262	0	0
78.0	2.134262	0	0
79.0	2.134262	0	0
80.0	2.134262	0	0
81.0	2.134262	1	1
82.0	2.134262	0	0
83.0	2.134262	2	2
84.0	2.134262	1	1
85.0	2.134262	0	0
86.0	2.134262	2	2
87.0	2.134262	0	0
88.0	2.134262	1	1
89.0	2.134262	1	1
90.0	2.134262	0	0
91.0	2.134262	0	0
92.0	2.134262	0	0
93.0	2.134262	0	0
94.0	2.134262	1	1
95.0	2.134262	0	0
96.0	2.134262	0	0
97.0	2.134262	1	1
98.0	2.134262	0	0
99.0	2.134262	0	0
100.0	2.134262	0	0
105.0	0	2	2
124.0	0	1	1

