## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI602599.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI602599_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI602599_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:52 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	124728032	403508	0	0	36288162	0	0.290938	170372365

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	61136443	61136443
2.0	1.480902	20429623	20429623
3.0	1.71217	5170169	5170169
4.0	1.823387	1169669	1169669
5.0	1.876871	258938	258938
6.0	1.902592	63262	63262
7.0	1.914961	20400	20400
8.0	1.92091	9508	9508
9.0	1.92377	5907	5907
10.0	1.925146	4197	4197
11.0	1.925807	3131	3131
12.0	1.926126	2471	2471
13.0	1.926279	1931	1931
14.0	1.926352	1629	1629
15.0	1.926388	1358	1358
16.0	1.926405	1101	1101
17.0	1.926413	946	946
18.0	1.926417	810	810
19.0	1.926419	717	717
20.0	1.92642	575	575
21.0	1.92642	567	567
22.0	1.92642	489	489
23.0	1.92642	427	427
24.0	1.92642	366	366
25.0	1.92642	332	332
26.0	1.92642	295	295
27.0	1.92642	257	257
28.0	1.92642	215	215
29.0	1.92642	200	200
30.0	1.92642	203	203
31.0	1.92642	169	169
32.0	1.92642	171	171
33.0	1.92642	144	144
34.0	1.92642	121	121
35.0	1.92642	131	131
36.0	1.92642	105	105
37.0	1.92642	106	106
38.0	1.92642	74	74
39.0	1.92642	76	76
40.0	1.92642	83	83
41.0	1.92642	76	76
42.0	1.92642	57	57
43.0	1.92642	61	61
44.0	1.92642	66	66
45.0	1.92642	52	52
46.0	1.92642	42	42
47.0	1.92642	46	46
48.0	1.92642	37	37
49.0	1.92642	58	58
50.0	1.92642	26	26
51.0	1.92642	27	27
52.0	1.92642	38	38
53.0	1.92642	23	23
54.0	1.92642	23	23
55.0	1.92642	22	22
56.0	1.92642	28	28
57.0	1.92642	28	28
58.0	1.92642	29	29
59.0	1.92642	21	21
60.0	1.92642	27	27
61.0	1.92642	17	17
62.0	1.92642	19	19
63.0	1.92642	15	15
64.0	1.92642	17	17
65.0	1.92642	15	15
66.0	1.92642	21	21
67.0	1.92642	12	12
68.0	1.92642	11	11
69.0	1.92642	12	12
70.0	1.92642	5	5
71.0	1.92642	13	13
72.0	1.92642	12	12
73.0	1.92642	8	8
74.0	1.92642	11	11
75.0	1.92642	8	8
76.0	1.92642	14	14
77.0	1.92642	9	9
78.0	1.92642	5	5
79.0	1.92642	10	10
80.0	1.92642	10	10
81.0	1.92642	6	6
82.0	1.92642	8	8
83.0	1.92642	4	4
84.0	1.92642	7	7
85.0	1.92642	3	3
86.0	1.92642	8	8
87.0	1.92642	5	5
88.0	1.92642	8	8
89.0	1.92642	5	5
90.0	1.92642	5	5
91.0	1.92642	4	4
92.0	1.92642	7	7
93.0	1.92642	7	7
94.0	1.92642	7	7
95.0	1.92642	3	3
