## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI555457.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI555457_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI555457_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:41 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	126314011	473669	0	0	35670886	0	0.282398	179188871

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	63989527	63989527
2.0	1.494148	19980743	19980743
3.0	1.738329	4976133	4976133
4.0	1.858991	1130653	1130653
5.0	1.918616	253039	253039
6.0	1.948079	64483	64483
7.0	1.962639	23218	23218
8.0	1.969833	12381	12381
9.0	1.973388	8244	8244
10.0	1.975145	6026	6026
11.0	1.976013	4702	4702
12.0	1.976442	3811	3811
13.0	1.976654	3121	3121
14.0	1.976759	2516	2516
15.0	1.976811	2142	2142
16.0	1.976836	1803	1803
17.0	1.976849	1566	1566
18.0	1.976855	1298	1298
19.0	1.976858	1136	1136
20.0	1.97686	1027	1027
21.0	1.97686	857	857
22.0	1.976861	775	775
23.0	1.976861	707	707
24.0	1.976861	645	645
25.0	1.976861	517	517
26.0	1.976861	484	484
27.0	1.976861	451	451
28.0	1.976861	396	396
29.0	1.976861	352	352
30.0	1.976861	337	337
31.0	1.976861	262	262
32.0	1.976861	280	280
33.0	1.976861	274	274
34.0	1.976861	253	253
35.0	1.976861	196	196
36.0	1.976861	224	224
37.0	1.976861	177	177
38.0	1.976861	172	172
39.0	1.976861	170	170
40.0	1.976861	145	145
41.0	1.976861	128	128
42.0	1.976861	118	118
43.0	1.976861	120	120
44.0	1.976861	114	114
45.0	1.976861	106	106
46.0	1.976861	108	108
47.0	1.976861	86	86
48.0	1.976861	81	81
49.0	1.976861	77	77
50.0	1.976861	80	80
51.0	1.976861	65	65
52.0	1.976861	62	62
53.0	1.976861	65	65
54.0	1.976861	57	57
55.0	1.976861	50	50
56.0	1.976861	49	49
57.0	1.976861	53	53
58.0	1.976861	53	53
59.0	1.976861	64	64
60.0	1.976861	43	43
61.0	1.976861	32	32
62.0	1.976861	33	33
63.0	1.976861	31	31
64.0	1.976861	41	41
65.0	1.976861	31	31
66.0	1.976861	35	35
67.0	1.976861	29	29
68.0	1.976861	28	28
69.0	1.976861	24	24
70.0	1.976861	28	28
71.0	1.976861	20	20
72.0	1.976861	14	14
73.0	1.976861	18	18
74.0	1.976861	24	24
75.0	1.976861	20	20
76.0	1.976861	23	23
77.0	1.976861	18	18
78.0	1.976861	18	18
79.0	1.976861	17	17
80.0	1.976861	17	17
81.0	1.976861	20	20
82.0	1.976861	11	11
83.0	1.976861	15	15
84.0	1.976861	9	9
85.0	1.976861	14	14
86.0	1.976861	10	10
87.0	1.976861	10	10
88.0	1.976861	11	11
89.0	1.976861	5	5
90.0	1.976861	7	7
91.0	1.976861	10	10
92.0	1.976861	13	13
93.0	1.976861	9	9
94.0	1.976861	14	14
