## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI554650.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI554650_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI554650_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:36 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	153745739	652437	0	0	48561914	0	0.315859	188851122

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	70529958	70529958
2.0	1.443033	24991606	24991606
3.0	1.639311	6949710	6949710
4.0	1.726269	1750742	1750742
5.0	1.764794	429970	429970
6.0	1.781862	116018	116018
7.0	1.789424	42418	42418
8.0	1.792774	21768	21768
9.0	1.794258	14481	14481
10.0	1.794916	10833	10833
11.0	1.795207	8705	8705
12.0	1.795336	7084	7084
13.0	1.795393	5783	5783
14.0	1.795419	4804	4804
15.0	1.79543	4106	4106
16.0	1.795435	3453	3453
17.0	1.795437	3063	3063
18.0	1.795438	2561	2561
19.0	1.795438	2353	2353
20.0	1.795439	2033	2033
21.0	1.795439	1814	1814
22.0	1.795439	1531	1531
23.0	1.795439	1425	1425
24.0	1.795439	1351	1351
25.0	1.795439	1154	1154
26.0	1.795439	1062	1062
27.0	1.795439	949	949
28.0	1.795439	903	903
29.0	1.795439	768	768
30.0	1.795439	696	696
31.0	1.795439	662	662
32.0	1.795439	627	627
33.0	1.795439	521	521
34.0	1.795439	548	548
35.0	1.795439	528	528
36.0	1.795439	460	460
37.0	1.795439	468	468
38.0	1.795439	396	396
39.0	1.795439	358	358
40.0	1.795439	339	339
41.0	1.795439	303	303
42.0	1.795439	300	300
43.0	1.795439	269	269
44.0	1.795439	259	259
45.0	1.795439	264	264
46.0	1.795439	232	232
47.0	1.795439	217	217
48.0	1.795439	219	219
49.0	1.795439	207	207
50.0	1.795439	198	198
51.0	1.795439	181	181
52.0	1.795439	165	165
53.0	1.795439	148	148
54.0	1.795439	159	159
55.0	1.795439	148	148
56.0	1.795439	131	131
57.0	1.795439	128	128
58.0	1.795439	124	124
59.0	1.795439	104	104
60.0	1.795439	129	129
61.0	1.795439	103	103
62.0	1.795439	111	111
63.0	1.795439	90	90
64.0	1.795439	91	91
65.0	1.795439	78	78
66.0	1.795439	81	81
67.0	1.795439	75	75
68.0	1.795439	78	78
69.0	1.795439	60	60
70.0	1.795439	55	55
71.0	1.795439	57	57
72.0	1.795439	74	74
73.0	1.795439	60	60
74.0	1.795439	64	64
75.0	1.795439	49	49
76.0	1.795439	49	49
77.0	1.795439	52	52
78.0	1.795439	50	50
79.0	1.795439	48	48
80.0	1.795439	42	42
81.0	1.795439	47	47
82.0	1.795439	57	57
83.0	1.795439	46	46
84.0	1.795439	51	51
85.0	1.795439	43	43
86.0	1.795439	39	39
87.0	1.795439	48	48
88.0	1.795439	37	37
89.0	1.795439	34	34
90.0	1.795439	25	25
91.0	1.795439	32	32
92.0	1.795439	30	30
93.0	1.795439	40	40
94.0	1.795439	36	36
95.0	1.795439	25	25
96.0	1.795439	26	26
97.0	1.795439	23	23
98.0	1.795439	27	27
99.0	1.795439	29	29
100.0	1.795439	13	13
101.0	0	21	21
102.0	0	23	23
103.0	0	18	18
104.0	0	13	13
105.0	0	25	25
106.0	0	19	19
107.0	0	16	16
108.0	0	28	28
109.0	0	15	15
110.0	0	17	17
111.0	0	16	16
112.0	0	15	15
113.0	0	26	26
114.0	0	12	12
115.0	0	14	14
116.0	0	20	20
117.0	0	19	19
118.0	0	14	14
119.0	0	14	14
120.0	0	15	15
121.0	0	11	11
122.0	0	11	11
123.0	0	13	13
124.0	0	8	8
125.0	0	7	7
126.0	0	7	7
127.0	0	10	10
128.0	0	9	9
129.0	0	10	10
130.0	0	8	8
131.0	0	7	7
132.0	0	14	14
133.0	0	12	12
134.0	0	5	5
135.0	0	11	11
136.0	0	10	10
137.0	0	9	9
138.0	0	6	6
139.0	0	5	5
140.0	0	7	7
141.0	0	9	9
142.0	0	7	7
143.0	0	10	10
144.0	0	7	7
145.0	0	8	8
146.0	0	3	3
147.0	0	5	5
148.0	0	4	4
149.0	0	8	8
150.0	0	10	10
151.0	0	3	3
152.0	0	1	1
153.0	0	6	6
154.0	0	3	3
155.0	0	4	4
156.0	0	2	2
157.0	0	8	8
158.0	0	2	2
159.0	0	6	6
160.0	0	7	7
161.0	0	8	8
162.0	0	4	4
163.0	0	4	4
164.0	0	3	3
165.0	0	6	6
166.0	0	6	6
167.0	0	5	5
168.0	0	3	3
169.0	0	1	1
170.0	0	5	5
171.0	0	3	3
172.0	0	1	1
173.0	0	6	6
174.0	0	2	2
175.0	0	1	1
176.0	0	1	1
177.0	0	6	6
178.0	0	4	4
179.0	0	8	8
180.0	0	1	1
182.0	0	6	6
183.0	0	3	3
184.0	0	3	3
185.0	0	3	3
187.0	0	3	3
188.0	0	3	3
189.0	0	1	1
190.0	0	4	4
191.0	0	4	4
192.0	0	7	7
193.0	0	2	2
194.0	0	4	4
196.0	0	1	1
197.0	0	2	2
198.0	0	3	3
199.0	0	3	3
200.0	0	3	3
201.0	0	3	3
203.0	0	3	3
204.0	0	2	2
205.0	0	3	3
206.0	0	2	2
207.0	0	3	3
209.0	0	2	2
210.0	0	2	2
211.0	0	1	1
212.0	0	2	2
213.0	0	4	4
215.0	0	3	3
218.0	0	2	2
219.0	0	4	4
220.0	0	1	1
221.0	0	2	2
223.0	0	1	1
224.0	0	1	1
225.0	0	1	1
226.0	0	1	1
227.0	0	2	2
228.0	0	1	1
230.0	0	3	3
231.0	0	1	1
232.0	0	3	3
234.0	0	2	2
236.0	0	3	3
237.0	0	1	1
238.0	0	2	2
239.0	0	1	1
242.0	0	1	1
243.0	0	1	1
244.0	0	2	2
245.0	0	1	1
250.0	0	1	1
251.0	0	2	2
252.0	0	2	2
253.0	0	1	1
254.0	0	1	1
255.0	0	3	3
257.0	0	1	1
258.0	0	1	1
260.0	0	2	2
261.0	0	1	1
263.0	0	2	2
264.0	0	1	1
269.0	0	1	1
270.0	0	1	1
271.0	0	1	1
274.0	0	1	1
275.0	0	1	1
277.0	0	1	1
278.0	0	2	2
279.0	0	1	1
280.0	0	2	2
281.0	0	1	1
282.0	0	2	2
283.0	0	1	1
284.0	0	2	2
285.0	0	1	1
286.0	0	1	1
288.0	0	1	1
290.0	0	1	1
291.0	0	1	1
292.0	0	1	1
293.0	0	1	1
300.0	0	1	1
313.0	0	1	1
314.0	0	1	1
316.0	0	1	1
324.0	0	1	1
328.0	0	1	1
330.0	0	1	1
335.0	0	1	1
338.0	0	1	1
341.0	0	1	1
357.0	0	1	1
370.0	0	1	1
382.0	0	1	1
424.0	0	1	1
432.0	0	1	1
446.0	0	1	1
457.0	0	1	1
465.0	0	1	1
479.0	0	1	1

