## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI601720.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI601720_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI601720_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:52 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	68535464	259375	0	0	19019756	0	0.277517	99385039

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	35588759	35588759
2.0	1.501779	10031533	10031533
3.0	1.753561	2757001	2757001
4.0	1.8799	736589	736589
5.0	1.943295	193799	193799
6.0	1.975105	51793	51793
7.0	1.991066	14962	14962
8.0	1.999075	5342	5342
9.0	2.003094	2355	2355
10.0	2.005111	1378	1378
11.0	2.006123	983	983
12.0	2.00663	657	657
13.0	2.006885	480	480
14.0	2.007013	389	389
15.0	2.007077	320	320
16.0	2.007109	253	253
17.0	2.007125	217	217
18.0	2.007133	171	171
19.0	2.007138	137	137
20.0	2.00714	118	118
21.0	2.007141	119	119
22.0	2.007141	80	80
23.0	2.007141	67	67
24.0	2.007142	69	69
25.0	2.007142	55	55
26.0	2.007142	40	40
27.0	2.007142	31	31
28.0	2.007142	45	45
29.0	2.007142	27	27
30.0	2.007142	24	24
31.0	2.007142	26	26
32.0	2.007142	22	22
33.0	2.007142	20	20
34.0	2.007142	11	11
35.0	2.007142	14	14
36.0	2.007142	7	7
37.0	2.007142	19	19
38.0	2.007142	13	13
39.0	2.007142	10	10
40.0	2.007142	9	9
41.0	2.007142	8	8
42.0	2.007142	9	9
43.0	2.007142	5	5
44.0	2.007142	5	5
45.0	2.007142	11	11
46.0	2.007142	9	9
47.0	2.007142	5	5
48.0	2.007142	9	9
49.0	2.007142	3	3
50.0	2.007142	5	5
51.0	2.007142	2	2
52.0	2.007142	2	2
53.0	2.007142	5	5
54.0	2.007142	3	3
55.0	2.007142	3	3
56.0	2.007142	1	1
57.0	2.007142	2	2
58.0	2.007142	1	1
59.0	2.007142	3	3
60.0	2.007142	0	0
61.0	2.007142	1	1
62.0	2.007142	3	3
63.0	2.007142	2	2
64.0	2.007142	2	2
65.0	2.007142	2	2
66.0	2.007142	0	0
67.0	2.007142	1	1
68.0	2.007142	1	1
69.0	2.007142	1	1
70.0	2.007142	0	0
71.0	2.007142	2	2
72.0	2.007142	3	3
73.0	2.007142	1	1
74.0	2.007142	2	2
75.0	2.007142	1	1
76.0	2.007142	1	1
77.0	2.007142	0	0
78.0	2.007142	0	0
79.0	2.007142	0	0
80.0	2.007142	0	0
81.0	2.007142	0	0
82.0	2.007142	1	1
83.0	2.007142	1	1
84.0	2.007142	1	1
85.0	2.007142	0	0
86.0	2.007142	1	1
87.0	2.007142	0	0
88.0	2.007142	0	0
89.0	2.007142	0	0
90.0	2.007142	0	0
91.0	2.007142	0	0
92.0	2.007142	0	0
93.0	2.007142	0	0
94.0	2.007142	1	1
95.0	2.007142	0	0
96.0	2.007142	0	0
97.0	2.007142	0	0
98.0	2.007142	0	0
99.0	2.007142	0	0
100.0	2.007142	0	0
106.0	0	1	1
109.0	0	1	1
114.0	0	1	1
136.0	0	1	1

