## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI601743.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI601743_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI601743_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:52 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	68676843	246576	0	0	16421845	0	0.239118	119661183

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	39683179	39683179
2.0	1.563309	9513960	9513960
3.0	1.880625	2244265	2244265
4.0	2.059373	530758	530758
5.0	2.160063	127222	127222
6.0	2.216782	31787	31787
7.0	2.248733	8946	8946
8.0	2.266731	3378	3378
9.0	2.276869	1714	1714
10.0	2.28258	1080	1080
11.0	2.285797	754	754
12.0	2.287609	601	601
13.0	2.28863	402	402
14.0	2.289205	320	320
15.0	2.289529	269	269
16.0	2.289712	196	196
17.0	2.289815	164	164
18.0	2.289872	146	146
19.0	2.289905	96	96
20.0	2.289923	86	86
21.0	2.289934	64	64
22.0	2.28994	74	74
23.0	2.289943	58	58
24.0	2.289945	59	59
25.0	2.289946	31	31
26.0	2.289946	45	45
27.0	2.289947	39	39
28.0	2.289947	31	31
29.0	2.289947	30	30
30.0	2.289947	20	20
31.0	2.289947	14	14
32.0	2.289947	9	9
33.0	2.289947	16	16
34.0	2.289947	9	9
35.0	2.289947	14	14
36.0	2.289947	8	8
37.0	2.289947	10	10
38.0	2.289947	8	8
39.0	2.289947	6	6
40.0	2.289947	7	7
41.0	2.289947	7	7
42.0	2.289947	7	7
43.0	2.289947	7	7
44.0	2.289947	2	2
45.0	2.289947	9	9
46.0	2.289947	6	6
47.0	2.289947	8	8
48.0	2.289947	1	1
49.0	2.289947	5	5
50.0	2.289947	6	6
51.0	2.289947	4	4
52.0	2.289947	3	3
53.0	2.289947	8	8
54.0	2.289947	5	5
55.0	2.289947	2	2
56.0	2.289947	2	2
57.0	2.289947	1	1
58.0	2.289947	3	3
59.0	2.289947	3	3
60.0	2.289947	1	1
61.0	2.289947	2	2
62.0	2.289947	1	1
63.0	2.289947	2	2
64.0	2.289947	0	0
65.0	2.289947	1	1
66.0	2.289947	0	0
67.0	2.289947	2	2
68.0	2.289947	0	0
69.0	2.289947	2	2
70.0	2.289947	1	1
71.0	2.289947	2	2
72.0	2.289947	0	0
73.0	2.289947	0	0
74.0	2.289947	0	0
75.0	2.289947	1	1
76.0	2.289947	0	0
77.0	2.289947	0	0
78.0	2.289947	0	0
79.0	2.289947	0	0
80.0	2.289947	2	2
81.0	2.289947	1	1
82.0	2.289947	0	0
83.0	2.289947	0	0
84.0	2.289947	0	0
85.0	2.289947	0	0
86.0	2.289947	0	0
87.0	2.289947	0	0
88.0	2.289947	0	0
89.0	2.289947	0	0
90.0	2.289947	0	0
91.0	2.289947	0	0
92.0	2.289947	1	1
93.0	2.289947	0	0
94.0	2.289947	0	0
95.0	2.289947	0	0
96.0	2.289947	0	0
97.0	2.289947	0	0
98.0	2.289947	0	0
99.0	2.289947	0	0
100.0	2.289947	0	0
101.0	0	1	1
105.0	0	1	1
126.0	0	1	1
130.0	0	1	1
187.0	0	1	1

