## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI554649.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI554649_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI554649_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:35 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	119424850	527948	0	0	33755454	0	0.28265	169225270

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	60302429	60302429
2.0	1.493755	19066726	19066726
3.0	1.73755	4673975	4673975
4.0	1.857924	1040379	1040379
5.0	1.91736	232623	232623
6.0	1.946707	60881	60881
7.0	1.961197	22860	22860
8.0	1.968351	12191	12191
9.0	1.971884	8035	8035
10.0	1.973628	5963	5963
11.0	1.974489	4672	4672
12.0	1.974915	3761	3761
13.0	1.975125	3064	3064
14.0	1.975228	2494	2494
15.0	1.975279	2097	2097
16.0	1.975305	1800	1800
17.0	1.975317	1476	1476
18.0	1.975323	1295	1295
19.0	1.975326	1071	1071
20.0	1.975328	1015	1015
21.0	1.975329	916	916
22.0	1.975329	739	739
23.0	1.975329	636	636
24.0	1.975329	602	602
25.0	1.975329	533	533
26.0	1.975329	479	479
27.0	1.975329	406	406
28.0	1.975329	359	359
29.0	1.975329	349	349
30.0	1.975329	333	333
31.0	1.975329	253	253
32.0	1.975329	263	263
33.0	1.975329	274	274
34.0	1.975329	224	224
35.0	1.975329	215	215
36.0	1.975329	203	203
37.0	1.975329	161	161
38.0	1.975329	157	157
39.0	1.975329	157	157
40.0	1.975329	138	138
41.0	1.975329	138	138
42.0	1.975329	115	115
43.0	1.975329	120	120
44.0	1.975329	94	94
45.0	1.975329	94	94
46.0	1.975329	89	89
47.0	1.975329	112	112
48.0	1.975329	78	78
49.0	1.975329	72	72
50.0	1.975329	76	76
51.0	1.975329	61	61
52.0	1.975329	43	43
53.0	1.975329	49	49
54.0	1.975329	57	57
55.0	1.975329	58	58
56.0	1.975329	46	46
57.0	1.975329	45	45
58.0	1.975329	47	47
59.0	1.975329	40	40
60.0	1.975329	37	37
61.0	1.975329	33	33
62.0	1.975329	38	38
63.0	1.975329	33	33
64.0	1.975329	40	40
65.0	1.975329	25	25
66.0	1.975329	34	34
67.0	1.975329	15	15
68.0	1.975329	32	32
69.0	1.975329	26	26
70.0	1.975329	27	27
71.0	1.975329	22	22
72.0	1.975329	18	18
73.0	1.975329	21	21
74.0	1.975329	16	16
75.0	1.975329	21	21
76.0	1.975329	16	16
77.0	1.975329	15	15
78.0	1.975329	11	11
79.0	1.975329	17	17
80.0	1.975329	5	5
81.0	1.975329	14	14
82.0	1.975329	14	14
83.0	1.975329	12	12
84.0	1.975329	23	23
85.0	1.975329	12	12
86.0	1.975329	14	14
87.0	1.975329	15	15
88.0	1.975329	11	11
89.0	1.975329	5	5
90.0	1.975329	7	7
91.0	1.975329	4	4
92.0	1.975329	14	14
93.0	1.975329	12	12
94.0	1.975329	14	14
