## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI601264.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI601264_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI601264_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:52 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	118576819	607763	0	0	33640651	0	0.283703	167235008

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	60202948	60202948
2.0	1.492115	18565396	18565396
3.0	1.734292	4507069	4507069
4.0	1.853471	1013249	1013249
5.0	1.912121	234420	234420
6.0	1.940983	67615	67615
7.0	1.955187	28811	28811
8.0	1.962177	17506	17506
9.0	1.965616	12542	12542
10.0	1.967309	9708	9708
11.0	1.968142	7539	7539
12.0	1.968552	6157	6157
13.0	1.968754	5197	5197
14.0	1.968853	4286	4286
15.0	1.968902	3577	3577
16.0	1.968926	3002	3002
17.0	1.968938	2782	2782
18.0	1.968944	2235	2235
19.0	1.968947	2026	2026
20.0	1.968948	1790	1790
21.0	1.968949	1607	1607
22.0	1.968949	1392	1392
23.0	1.968949	1259	1259
24.0	1.968949	1162	1162
25.0	1.968949	1014	1014
26.0	1.968949	918	918
27.0	1.968949	860	860
28.0	1.968949	687	687
29.0	1.968949	670	670
30.0	1.968949	636	636
31.0	1.968949	583	583
32.0	1.968949	520	520
33.0	1.968949	481	481
34.0	1.968949	461	461
35.0	1.968949	421	421
36.0	1.968949	375	375
37.0	1.968949	361	361
38.0	1.968949	333	333
39.0	1.968949	317	317
40.0	1.968949	259	259
41.0	1.968949	282	282
42.0	1.968949	287	287
43.0	1.968949	249	249
44.0	1.968949	237	237
45.0	1.968949	183	183
46.0	1.968949	187	187
47.0	1.968949	175	175
48.0	1.968949	165	165
49.0	1.968949	155	155
50.0	1.968949	157	157
51.0	1.968949	125	125
52.0	1.968949	131	131
53.0	1.968949	99	99
54.0	1.968949	124	124
55.0	1.968949	127	127
56.0	1.968949	111	111
57.0	1.968949	92	92
58.0	1.968949	97	97
59.0	1.968949	100	100
60.0	1.968949	102	102
61.0	1.968949	74	74
62.0	1.968949	76	76
63.0	1.968949	62	62
64.0	1.968949	89	89
65.0	1.968949	76	76
66.0	1.968949	71	71
67.0	1.968949	70	70
68.0	1.968949	65	65
69.0	1.968949	58	58
70.0	1.968949	68	68
71.0	1.968949	51	51
72.0	1.968949	38	38
73.0	1.968949	49	49
74.0	1.968949	42	42
75.0	1.968949	43	43
76.0	1.968949	47	47
77.0	1.968949	38	38
78.0	1.968949	37	37
79.0	1.968949	38	38
80.0	1.968949	54	54
81.0	1.968949	34	34
82.0	1.968949	38	38
83.0	1.968949	34	34
84.0	1.968949	40	40
85.0	1.968949	30	30
86.0	1.968949	33	33
87.0	1.968949	19	19
88.0	1.968949	20	20
89.0	1.968949	22	22
90.0	1.968949	27	27
91.0	1.968949	31	31
92.0	1.968949	21	21
93.0	1.968949	28	28
94.0	1.968949	22	22
95.0	1.968949	17	17
96.0	1.968949	18	18
97.0	1.968949	18	18
98.0	1.968949	15	15
99.0	1.968949	13	13
100.0	1.968949	18	18
101.0	0	17	17
102.0	0	14	14
103.0	0	17	17
104.0	0	18	18
105.0	0	11	11
106.0	0	15	15
107.0	0	23	23
108.0	0	12	12
109.0	0	16	16
110.0	0	11	11
111.0	0	13	13
112.0	0	11	11
113.0	0	10	10
114.0	0	6	6
115.0	0	4	4
116.0	0	15	15
117.0	0	14	14
118.0	0	13	13
119.0	0	12	12
120.0	0	9	9
121.0	0	7	7
122.0	0	16	16
123.0	0	10	10
124.0	0	8	8
125.0	0	5	5
126.0	0	9	9
127.0	0	9	9
128.0	0	7	7
129.0	0	4	4
130.0	0	10	10
131.0	0	7	7
132.0	0	6	6
133.0	0	8	8
134.0	0	4	4
135.0	0	8	8
136.0	0	8	8
137.0	0	8	8
138.0	0	6	6
139.0	0	6	6
140.0	0	8	8
141.0	0	2	2
142.0	0	5	5
143.0	0	7	7
144.0	0	5	5
145.0	0	2	2
146.0	0	2	2
147.0	0	6	6
148.0	0	5	5
149.0	0	4	4
150.0	0	4	4
151.0	0	5	5
152.0	0	5	5
153.0	0	3	3
154.0	0	5	5
155.0	0	4	4
156.0	0	7	7
157.0	0	5	5
158.0	0	3	3
159.0	0	1	1
160.0	0	3	3
161.0	0	1	1
162.0	0	4	4
163.0	0	6	6
164.0	0	4	4
165.0	0	5	5
166.0	0	7	7
167.0	0	2	2
168.0	0	4	4
169.0	0	5	5
170.0	0	1	1
173.0	0	3	3
174.0	0	1	1
175.0	0	1	1
176.0	0	4	4
177.0	0	2	2
178.0	0	3	3
179.0	0	2	2
180.0	0	4	4
181.0	0	2	2
182.0	0	1	1
183.0	0	4	4
184.0	0	3	3
185.0	0	2	2
186.0	0	4	4
187.0	0	1	1
188.0	0	1	1
189.0	0	3	3
190.0	0	3	3
191.0	0	6	6
192.0	0	3	3
193.0	0	2	2
194.0	0	2	2
195.0	0	1	1
196.0	0	1	1
197.0	0	2	2
198.0	0	2	2
199.0	0	1	1
201.0	0	2	2
202.0	0	3	3
203.0	0	1	1
205.0	0	1	1
207.0	0	2	2
208.0	0	6	6
209.0	0	2	2
210.0	0	2	2
211.0	0	1	1
213.0	0	2	2
214.0	0	1	1
