## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI601557.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI601557_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI601557_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:52 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	110870318	465419	0	0	30198388	0	0.272376	164590809

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
96.0	2.040249	3	3
97.0	2.040249	2	2
98.0	2.040249	2	2
99.0	2.040249	3	3
100.0	2.040249	7	7
101.0	0	7	7
102.0	0	4	4
103.0	0	2	2
104.0	0	4	4
105.0	0	5	5
106.0	0	2	2
107.0	0	2	2
108.0	0	5	5
109.0	0	3	3
110.0	0	7	7
111.0	0	1	1
112.0	0	2	2
113.0	0	3	3
114.0	0	4	4
115.0	0	2	2
116.0	0	2	2
117.0	0	2	2
118.0	0	3	3
119.0	0	3	3
121.0	0	7	7
122.0	0	3	3
123.0	0	1	1
124.0	0	2	2
126.0	0	3	3
127.0	0	2	2
128.0	0	4	4
129.0	0	1	1
130.0	0	1	1
132.0	0	1	1
133.0	0	1	1
135.0	0	3	3
137.0	0	1	1
138.0	0	3	3
139.0	0	1	1
140.0	0	2	2
141.0	0	1	1
144.0	0	1	1
147.0	0	1	1
148.0	0	1	1
149.0	0	1	1
151.0	0	2	2
152.0	0	1	1
153.0	0	1	1
156.0	0	1	1
159.0	0	1	1
161.0	0	1	1
164.0	0	1	1
169.0	0	2	2
171.0	0	1	1
177.0	0	1	1
189.0	0	2	2
190.0	0	1	1
191.0	0	1	1
194.0	0	1	1
208.0	0	1	1
216.0	0	1	1
223.0	0	1	1
229.0	0	1	1
255.0	0	1	1

