## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI562624.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI562624_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI562624_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:48 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	124332617	500412	0	0	36329160	0	0.292193	168902013

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	61170053	61170053
2.0	1.478967	19909139	19909139
3.0	1.708377	5100517	5100517
4.0	1.818257	1190520	1190520
5.0	1.870886	274797	274797
6.0	1.896093	71846	71846
7.0	1.908167	26407	26407
8.0	1.91395	14103	14103
9.0	1.916719	9271	9271
10.0	1.918046	6894	6894
11.0	1.918682	5489	5489
12.0	1.918986	4360	4360
13.0	1.919132	3578	3578
14.0	1.919201	2967	2967
15.0	1.919235	2457	2457
16.0	1.919251	2077	2077
17.0	1.919259	1753	1753
18.0	1.919262	1593	1593
19.0	1.919264	1342	1342
20.0	1.919265	1168	1168
21.0	1.919265	1074	1074
22.0	1.919265	883	883
23.0	1.919266	764	764
24.0	1.919266	770	770
25.0	1.919266	653	653
26.0	1.919266	599	599
27.0	1.919266	571	571
28.0	1.919266	514	514
29.0	1.919266	446	446
30.0	1.919266	383	383
31.0	1.919266	319	319
32.0	1.919266	315	315
33.0	1.919266	308	308
34.0	1.919266	279	279
35.0	1.919266	268	268
36.0	1.919266	216	216
37.0	1.919266	221	221
38.0	1.919266	213	213
39.0	1.919266	192	192
40.0	1.919266	189	189
41.0	1.919266	166	166
42.0	1.919266	124	124
43.0	1.919266	148	148
44.0	1.919266	132	132
45.0	1.919266	118	118
46.0	1.919266	132	132
47.0	1.919266	129	129
48.0	1.919266	109	109
49.0	1.919266	95	95
50.0	1.919266	83	83
51.0	1.919266	85	85
52.0	1.919266	89	89
53.0	1.919266	74	74
54.0	1.919266	75	75
55.0	1.919266	67	67
56.0	1.919266	59	59
57.0	1.919266	53	53
58.0	1.919266	56	56
59.0	1.919266	56	56
60.0	1.919266	64	64
61.0	1.919266	43	43
62.0	1.919266	41	41
63.0	1.919266	51	51
64.0	1.919266	40	40
65.0	1.919266	45	45
66.0	1.919266	38	38
67.0	1.919266	38	38
68.0	1.919266	39	39
69.0	1.919266	37	37
70.0	1.919266	34	34
71.0	1.919266	33	33
72.0	1.919266	23	23
73.0	1.919266	37	37
74.0	1.919266	28	28
75.0	1.919266	27	27
76.0	1.919266	18	18
77.0	1.919266	17	17
78.0	1.919266	15	15
79.0	1.919266	19	19
80.0	1.919266	23	23
81.0	1.919266	20	20
82.0	1.919266	12	12
83.0	1.919266	15	15
84.0	1.919266	16	16
85.0	1.919266	9	9
86.0	1.919266	10	10
87.0	1.919266	13	13
88.0	1.919266	14	14
89.0	1.919266	14	14
90.0	1.919266	10	10
91.0	1.919266	17	17
92.0	1.919266	15	15
93.0	1.919266	16	16
94.0	1.919266	17	17
