## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[/lustre/work/jyanglab/subhash/ex_pvp/alignment_trimmed/ExPVP_PI594355.srt.bam] OUTPUT=/lustre/work/jyanglab/subhash/ex_pvp/picard/dedup_trimmed/ExPVP_PI594355_picard_dedup.bam METRICS_FILE=/lustre/work/jyanglab/subhash/ex_pvp/picard/metrics_trimmed/ExPVP_PI594355_picard_metrics.txt REMOVE_DUPLICATES=true TMP_DIR=[/lustre/work/jyanglab/subhash/ex_pvp/picard/tmp] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false FLOW_MODE=false FLOW_QUALITY_SUM_STRATEGY=false USE_END_IN_UNPAIRED_READS=false USE_UNPAIRED_CLIPPED_END=false UNPAIRED_END_UNCERTAINTY=0 FLOW_SKIP_FIRST_N_FLOWS=0 FLOW_Q_IS_KNOWN_END=false FLOW_EFFECTIVE_QUALITY_THRESHOLD=15 ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Sun Nov 02 08:30:52 CST 2025

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	0	136418661	540436	0	0	39221762	0	0.28751	189173786

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1.0	1	67995998	67995998
2.0	1.486203	21821842	21821842
3.0	1.722597	5500423	5500423
4.0	1.837532	1257025	1257025
5.0	1.893414	283636	283636
6.0	1.920584	72717	72717
7.0	1.933794	25845	25845
8.0	1.940217	13411	13411
9.0	1.943339	9020	9020
10.0	1.944858	6704	6704
11.0	1.945596	5132	5132
12.0	1.945955	4055	4055
13.0	1.946129	3320	3320
14.0	1.946214	2803	2803
15.0	1.946255	2384	2384
16.0	1.946275	1983	1983
17.0	1.946285	1707	1707
18.0	1.94629	1499	1499
19.0	1.946292	1279	1279
20.0	1.946293	1101	1101
21.0	1.946294	1017	1017
22.0	1.946294	888	888
23.0	1.946294	761	761
24.0	1.946294	684	684
25.0	1.946294	612	612
26.0	1.946294	551	551
27.0	1.946294	516	516
28.0	1.946294	452	452
29.0	1.946294	411	411
30.0	1.946294	361	361
31.0	1.946294	340	340
32.0	1.946294	272	272
33.0	1.946294	274	274
34.0	1.946294	255	255
35.0	1.946294	271	271
36.0	1.946294	229	229
37.0	1.946294	210	210
38.0	1.946294	183	183
39.0	1.946294	163	163
40.0	1.946294	171	171
41.0	1.946294	163	163
42.0	1.946294	128	128
43.0	1.946294	128	128
44.0	1.946294	126	126
45.0	1.946294	110	110
46.0	1.946294	108	108
47.0	1.946294	123	123
48.0	1.946294	86	86
49.0	1.946294	92	92
50.0	1.946294	72	72
51.0	1.946294	67	67
52.0	1.946294	83	83
53.0	1.946294	77	77
54.0	1.946294	79	79
55.0	1.946294	71	71
56.0	1.946294	70	70
57.0	1.946294	54	54
58.0	1.946294	55	55
59.0	1.946294	49	49
60.0	1.946294	47	47
61.0	1.946294	33	33
62.0	1.946294	32	32
63.0	1.946294	56	56
64.0	1.946294	38	38
65.0	1.946294	36	36
66.0	1.946294	29	29
67.0	1.946294	17	17
68.0	1.946294	36	36
69.0	1.946294	30	30
70.0	1.946294	29	29
71.0	1.946294	19	19
72.0	1.946294	21	21
73.0	1.946294	22	22
74.0	1.946294	28	28
75.0	1.946294	29	29
76.0	1.946294	32	32
77.0	1.946294	19	19
78.0	1.946294	26	26
79.0	1.946294	22	22
80.0	1.946294	21	21
81.0	1.946294	14	14
82.0	1.946294	21	21
83.0	1.946294	15	15
84.0	1.946294	19	19
85.0	1.946294	16	16
86.0	1.946294	13	13
87.0	1.946294	23	23
88.0	1.946294	17	17
89.0	1.946294	14	14
90.0	1.946294	9	9
91.0	1.946294	8	8
92.0	1.946294	14	14
93.0	1.946294	14	14
94.0	1.946294	11	11
95.0	1.946294	13	13
96.0	1.946294	10	10
97.0	1.946294	15	15
98.0	1.946294	6	6
99.0	1.946294	7	7
100.0	1.946294	7	7
101.0	0	6	6
102.0	0	8	8
103.0	0	10	10
104.0	0	8	8
105.0	0	8	8
106.0	0	3	3
