PI656010	24928979	1402283	817023	1505039
PI656011	25693602	1166315	705759	1269127
PI656012	24256795	1659064	715496	1614388
PI656013	25346594	1075107	1594514	1803763
PI656014	24455750	965746	2450844	2307050
PI656015	25263733	1464671	470736	1312914
PI656016	27405920	770281	295703	723812
PI656017	24849911	1695481	665495	1602051
PI656018	26878889	1062625	421754	1001378
PI656019	27459026	833893	367502	815709
PI656020	26862248	1019286	363809	934194
PI656021	24674583	1506134	842357	1592529
PI656022	21418617	1354161	210119	1046000
PI656023	26766965	1025287	382013	954442
PI656024	26816029	978876	524235	1021615
PI656025	24920239	1625593	744004	1605065
PI656026	23976748	885733	150578	697270
PI656027	25817796	1298174	586138	1280890
PI656028	26260022	1067545	474871	1042485
PI656029	25210361	1359456	587589	1317429
PI656031	26475459	1038278	467209	1023497
PI656032	25502915	795070	2196871	2018248
PI656033	24751868	1683932	678733	1604339
PI656034	23451389	876881	136596	679795
PI656035	25098778	1481116	592476	1409829
PI656036	25709068	1158490	678662	1243845
PI656037	26335679	1110951	551844	1131300
PI656038	23300406	899324	152399	701491
PI656039	23775184	918208	154667	717886
PI656040	25249812	1402592	689298	1414483
PI656041	24843166	1694583	674565	1608151
PI656042	26453558	1076396	581693	1120367
PI656043	26657837	1116694	421373	1044851
PI656044	26977648	982803	330712	893083
PI656046	25129972	1511843	690654	1491564
PI656047	24490418	1549154	822968	1613171
PI656048	28829025	457939	196839	445123
PI656049	21897616	872615	132195	670183
PI656050	25079879	1346360	778150	1445102
PI656051	26269884	1168846	387401	1056975
PI656052	21691052	1117846	174377	866287
PI656053	28290820	551641	322053	592031
PI656054	25392767	1395289	766437	1467272
PI656055	26454887	1024901	573556	1082689
PI656056	26457114	1082133	365140	979422
PI656057	17491838	812896	116623	622431
PI656058	27258414	821027	515343	908782
PI656059	27782283	732302	311034	713105
PI656060	27303533	748485	544472	875594
PI656061	26647977	864892	615508	1014648
PI656062	25899147	1200756	749357	1323015
PI656063	27258006	549435	1087235	1108370
PI656064	24797137	1799548	697277	1694654
PI656065	25370538	1435072	462694	1285433
PI656066	24316278	1671247	706386	1607862
PI656067	24378416	1526623	854775	1613835
PI656068	26860884	878376	489426	927281
PI656069	26341077	997110	686457	1144764
PI656070	26368698	991704	577378	1069089
PI656071	25885223	1346472	580472	1313729
PI656072	24657688	1793330	691907	1680542
PI656073	20257022	1423432	211993	1092215
PI656074	25830400	1278086	720054	1356309
PI656075	26384162	1114512	490623	1091802
PI656076	26219454	1107954	538790	1117100
PI656077	20947801	1221169	161618	926375
PI656078	22564665	2341672	1164398	2363004
PI656079	25596586	1327703	675110	1362400
PI656080	22618809	2490394	1081067	2408974
PI656081	19010462	2132167	359022	1655505
PI656082	21001326	1567384	229735	1201280
PI656083	22277563	877772	129833	675955
PI656085	23346796	1069931	175302	838018
PI656086	25067391	1490090	598513	1416107
PI656087	26073309	1198077	522165	1168407
PI656088	24211771	1645027	809382	1663223
PI656089	25215767	1387309	814695	1499778
PI656090	24510036	1517094	858791	1613530
PI656091	20639595	1488585	232360	1150243
PI656092	25254285	1576955	594173	1468190
PI656093	21861269	1146243	159890	875381
PI656094	22448501	1300308	211709	1013832
PI656095	24710117	1619689	755408	1607744
PI656096	25113615	1549248	589304	1450860
PI656097	25535866	1574554	568819	1456082
PI656098	25956091	1146044	618815	1198619
PI656099	24783296	1543977	771395	1570799
PI656100	24771966	1532856	758663	1554809
PI656101	25889766	1354598	514683	1269496
PI656102	25869518	1280679	507818	1212828
PI656103	25407363	1432046	676181	1433507
PI656104	21739295	1452016	255068	1144424
PI656105	26820161	899931	522683	968730
PI656106	26556337	978610	573456	1055807
PI656107	21546017	1246818	179761	956447
PI656108	25394163	1515169	657266	1481709
PI656109	25027848	1470842	788840	1525841
PI656110	24157368	1738667	1256159	2033004
PI656111	26081321	1333584	540683	1274673
PI656112	26070501	1114385	609527	1171029
PI656114	26109953	938721	1025176	1332889
PI656115	24804827	1461003	700381	1466932
PI656116	25865772	1033092	1216266	1524473
PI656118	26105297	1172673	592653	1200403
PI656119	20536319	1399882	218809	1079834
PI656120	26339952	1113167	565304	1142284
PI656121	25217650	1309932	671746	1347234
PI659691	22172363	1221979	197707	951108
PI659694	25733422	1360857	793263	1461519
PI659695	24332537	1620293	852248	1677427
PI659696	25962995	1222177	624800	1256864
PI659753	24993738	1347332	849139	1486459
SC0003	22835357	1147914	200052	902153
SC0027	15704041	1029314	133794	779374
SC0041	20227684	861302	121542	659943
SC0092	22797268	1164252	193680	911291
SC0138	15796540	1131319	160861	864447
SC0150	21736005	1326762	198264	1021798
SC0156	20630365	1518007	225554	1167704
SC0157	21545950	1187603	174407	912011
SC0159	17320369	1223481	155177	920793
SC0178	16816316	1070049	138166	807433
SC0179	21516424	1136580	175865	879473
SC0191	15782395	850165	112139	644852
SC0201	20725187	1173624	185378	912266
SC0236	18155440	969552	129080	734443
SC0247	22177870	1305812	241685	1038852
SC0249	21556426	1002496	274634	854940
SC0263	18397853	955379	131456	728119
SC0266	21086634	1061380	378346	964133
SC0276	19926613	1302652	178968	991826
SC0287	21548384	1234122	196765	960354
SC0297	22449316	1443738	241025	1132298
SC0314	22245108	824301	129059	637463
SC0343	19908040	1002121	142566	768198
SC0371	15333180	903801	123118	688725
SC0400	19765697	930599	355020	861622
SC0409	21083032	1304321	186388	999387
SC0412	17490503	836989	186545	686936
SC0436	22420387	1236345	219714	976958
SC0445	18134903	993587	151071	766568
SC0448	21279688	1236616	182955	953730
SC0456	23701091	1058472	189610	839304
SC0458	15565882	745583	116270	579672
SC0470	20613818	1112426	174879	866035
SC0479	18651719	1045712	139325	794512
SC0505	20551906	1600711	238136	1232033
SC0517	22065768	1118382	171669	864559
SC0521	22088986	1322583	203105	1025418
SC0540	21852468	1330345	212104	1035001
SC0542	21445087	770540	105596	588426
SC0547	21844607	1185580	661573	1236004
SC0550	18225452	2225028	360484	1719899
SC0551	21933446	1398832	216552	1086481
SC0556	23745789	895991	145612	698125
SC0581	14612163	700525	104242	539662
SC0582	21053657	1218142	175889	932344
SC0602	19517885	884726	119651	672370
SC0604	18082759	539353	84233	416644
SC0615	21623930	1383914	235528	1085429
SC0616	22032065	1369382	216944	1062643
SC0618	22286464	1359981	225063	1063915
SC0631	23702692	822346	137523	640731
SC0636	22636915	1103002	172769	856700
SC0652	18950668	999263	140394	764158
SC0685	20993984	1026852	156411	795036
SC0713	22524974	1164418	193980	912949
SC0741	21605663	1313064	212089	1024346
SC0747	14318135	693021	93534	527159
SC0753	15133968	476934	68888	365257
SC0777	25002229	1071050	182332	844627
SC0814	22001348	1308657	216189	1025573
SC0823	20852378	1593872	256338	1239473
SC0834	20111837	1255884	185400	966407
SC0837	20355403	985371	140758	754275
SC0847	19928195	1275839	173371	969746
SC0848	21343272	1466346	259059	1156817
SC0854	22861210	1176070	172239	902558
SC0858	22890023	1144174	185660	891972
SC0860	11131278	529213	76037	405979
SC0864	22722836	1102975	160551	845728
SC0868	20125301	845718	120356	648299
SC0870	19050659	1170104	173705	900934
SC0871	21729342	1206027	177050	926566
SC0877	21396069	1126071	150239	854431
SC0878	22216852	1198587	185032	925948
SC0893	23638433	1085119	170201	840527
SC0895	22483255	1198544	206128	943332
SC0914	17275893	695077	103065	535006
SC0921	22154514	1237041	184898	953958
SC0923	22666690	1124831	185002	881040
SC0965	22111522	1105804	164687	853469
SC0999	20983026	1624517	257197	1259374
SC1021	21543322	1352788	212786	1050484
SC1023	19435920	1342213	188461	1024288
SC1024	18362549	1227688	174863	939242
SC1058	18399953	1110927	167673	856913
SC1082	20972347	1230894	170277	938018
SC1097	21675664	1260541	207555	985551
SC1107	22229826	1061741	163706	820857
SC1114	22681958	901893	127710	689747
SC1119	21988091	1216610	218754	964527
SC1120	9895560	397041	57686	305741
SC1133	20992786	715388	102823	548001
SC1166	21320727	1400208	211412	1081262
SC1170	22620320	1206270	204213	945652
SC1178	21994701	1134593	178904	881494
SC1193	20788382	1170822	195944	918195
SC1216	21630018	1239811	215085	975612
SC1442	22643595	1178339	211397	930021
SC1446	22762417	1265092	226741	1001795
Wild_PI156549	19549403	867972	2534367	2267312
