PI533953	13300838	441133	66981	339193
PI533954	26096977	1275129	597791	1274862
PI533955	26635369	1107580	439643	1046970
PI533956	25764288	1368220	476367	1247768
PI533957	25777152	1510376	629429	1454266
PI533958	15647454	1175793	153971	889178
PI533959	22436266	1040750	231238	855635
PI533960	22071563	1094883	158213	841459
PI533961	22259799	1194407	188098	925937
PI533962	26321342	1154978	450642	1093715
PI533963	22939578	898105	142744	697270
PI533964	25739583	1290133	476673	1202191
PI533965	25510630	1356548	577604	1311983
PI533966	23170831	1052779	164285	816204
PI533967	25845657	1280214	557655	1247364
PI533968	18667778	834538	118245	639789
PI533969	22994410	998394	160252	780317
PI533970	26173036	1261684	516027	1208804
PI533971	20401345	862912	132827	667472
PI533972	26214242	1170185	437874	1094486
PI533973	22909737	1061865	173640	832687
PI533974	24466522	1018628	172456	803616
PI533975	23856074	942502	147930	728378
PI533976	26309071	1119739	509104	1108998
PI533977	21014311	972312	153076	756264
PI533978	18212036	913311	118749	691949
PI533979	26802023	1019691	455910	998216
PI533980	26029179	1262614	496275	1198196
PI533981	24050409	854014	149035	669299
PI533982	23759360	948572	153608	737687
PI533983	22201667	962662	155531	751832
PI533984	23270044	1094200	178304	855529
PI533985	25894093	1276714	458292	1177799
PI533986	26330444	1163471	404434	1066678
PI533987	26174775	1215195	397332	1095877
PI533988	13117287	495268	71487	380599
PI533989	26364779	1124021	544698	1134604
PI533990	13624314	571731	83152	440633
PI533991	26274194	1086243	451530	1050049
PI533992	18934949	940861	122470	712320
PI533993	23504945	1174905	194669	921921
PI533994	23872953	1014637	171198	797521
PI533995	21042870	964817	128565	733330
PI533996	27016701	984508	431042	965463
PI533997	25328206	1384400	610727	1351526
PI533999	23521796	1487372	229590	1150327
PI534001	21723653	1134722	163811	870679
PI534002	19093103	940239	126954	716368
PI534004	20526067	1275278	187668	979350
PI534005	22218328	1307789	231392	1036081
PI534006	16955605	884935	118518	672735
PI534007	22368988	1299410	216238	1018026
PI534008	21668485	1192582	192454	928671
PI534009	25550983	1410014	625986	1387678
PI534010	13389251	708918	108348	548806
PI534011	16352129	918670	137045	707169
PI534013	17529263	1009299	145972	775706
PI534014	17956006	1112273	152198	847044
PI534015	21705612	1330938	204448	1031027
PI534016	18983470	1081783	154689	829765
PI534017	15721465	838625	120929	643163
PI534019	21693916	1326742	231764	1047667
PI534020	21528003	1230705	181910	946970
PI534021	25461813	1492492	603802	1428367
PI534022	16031022	921909	122045	700243
PI534023	21261769	1401502	227667	1094412
PI534024	21648270	1138156	751384	1266024
PI534025	21243223	1400934	222625	1090923
PI534026	17642364	1043065	128697	784375
PI534027	21334721	1412009	228262	1102407
PI534028	25269259	1592989	692019	1553665
PI534030	20592965	1493627	223094	1148459
PI534031	15838435	745069	114159	575595
PI534032	20732837	1253994	179499	962200
PI534033	21140317	1280565	194854	987495
PI534034	20972836	1386253	205555	1066715
PI534035	21846222	1203936	195885	937364
PI534036	19604882	1216796	179635	936744
PI534037	25484131	1553979	626479	1482163
PI534038	22815710	1109020	174883	862988
